,Yield,Treatment
312,67.4237442,Mow
313,90.17720032,Mow
314,85.22401428,Mow
315,80.54536438,Mow
316,105.3905869,Mow
317,92.51570129,Mow
318,98.98183441,Mow
319,105.4545441,Mow
320,95.1631012,Mow
321,115.3814316,Mow
322,123.6283417,Mow
323,134.0128174,Mow
324,126.603775,Mow
325,109.6031647,Mow
326,122.1020737,Mow
327,109.0037766,Mow
328,110.2422485,Mow
329,127.4767914,Mow
330,104.1075363,Mow
331,97.82467651,Mow
332,112.7600479,Mow
333,144.5618591,Mow
334,114.3987427,Mow
335,129.0651245,Mow
336,106.30439,Mow
337,99.74782562,Mow
338,123.3578415,Mow
339,121.7601776,Mow
340,90.96481323,Mow
341,83.27025604,Mow
342,116.1138916,Mow
343,125.0078049,Mow
344,125.0078049,Mow
345,113.9606476,Mow
346,92.48573303,Mow
347,105.8075562,Mow
348,111.0730133,Mow
349,95.92782593,Mow
350,79.3345108,Mow
351,111.7521362,Mow
352,111.0306702,Mow
353,90.77848816,Mow
354,108.3433533,Mow
355,121.5179291,Mow
356,92.05236816,Mow
357,89.20985413,Mow
358,80.38052368,Mow
359,84.13691711,Mow
360,92.77490234,Mow
361,79.05647278,Mow
362,94.11605835,Mow
363,71.61180878,Mow
364,75.52897644,Mow
365,111.0080414,Mow
366,131.6164398,Mow
367,128.2563171,Mow
368,109.394165,Mow
369,108.9737549,Mow
370,94.61775208,Mow
371,124.4412155,Mow
372,78.91671753,Mow
373,67.4237442,Mow
374,67.4237442,Mow
375,78.82417297,Mow
376,117.7077255,Mow
377,126.1436615,Mow
378,106.2807312,Mow
379,122.8703918,Mow
380,84.99372864,Mow
381,109.0209045,Mow
382,144.0246582,Mow
383,117.7727661,Mow
384,119.9979248,Mow
385,109.4365082,Mow
386,123.8156128,Mow
387,110.5365906,Mow
388,110.5365906,Mow
389,93.98984528,Mow
390,111.7885208,Mow
391,104.0475616,Mow
392,86.88110352,Mow
393,87.52042389,Mow
394,67.4237442,Mow
395,93.7358017,Mow
396,75.4717865,Mow
397,98.45690918,Mow
398,79.27125549,Mow
399,79.06402588,Mow
400,75.60110474,Mow
401,68.08097839,Mow
402,67.4237442,Mow
403,76.77606201,Mow
404,67.4237442,Mow
405,79.07739258,Mow
406,67.4237442,Mow
407,68.24528503,Mow
408,67.4237442,Mow
409,82.8884201,Mow
410,67.4237442,Mow
411,67.4237442,Mow
412,85.80331421,Mow
413,77.02239227,Mow
414,77.04209137,Mow
415,67.4237442,Mow
416,67.4237442,Mow
417,67.4237442,Mow
418,75.49353027,Mow
419,99.37464905,Mow
420,87.50067139,Mow
421,114.3265381,Mow
422,93.80732727,Mow
423,68.284729,Mow
424,71.14385986,Mow
425,83.94311523,Mow
426,91.5570755,Mow
427,91.03372192,Mow
428,103.9490051,Mow
429,67.4237442,Mow
430,67.4237442,Mow
431,67.4237442,Mow
432,67.4237442,Mow
433,67.4237442,Mow
434,67.4237442,Mow
435,106.1200027,Mow
436,81.62450409,Mow
437,67.66264343,Mow
438,72.81095886,Mow
439,67.4237442,Mow
440,67.4237442,Mow
441,67.4237442,Mow
442,70.73323059,Mow
443,91.2663269,Mow
444,87.29251862,Mow
445,82.532547,Mow
446,84.29917908,Mow
447,67.4237442,Mow
448,67.4237442,Mow
449,67.4237442,Mow
450,102.2443924,Mow
451,81.69616699,Mow
452,101.0549088,Mow
453,76.61488342,Mow
454,109.3049927,Mow
455,94.75635529,Mow
456,94.2953949,Mow
457,80.14358521,Mow
458,67.4237442,Mow
459,71.3555069,Mow
460,93.5134201,Mow
461,107.6945343,Mow
462,132.7116852,Mow
463,105.0203857,Mow
464,83.26977539,Mow
465,86.90460205,Mow
466,101.4847107,Mow
467,101.2792587,Mow
468,117.5238876,Mow
469,105.2085953,Mow
470,84.63661194,Mow
471,67.4237442,Mow
472,67.4237442,Mow
473,67.4237442,Mow
474,67.4237442,Mow
475,91.74145508,Mow
476,98.21337891,Mow
477,103.4168015,Mow
478,103.4168015,Mow
479,102.9903412,Mow
480,70.83262634,Mow
481,67.4237442,Mow
482,67.4237442,Mow
483,67.4237442,Mow
484,71.74393463,Mow
485,99.92684174,Mow
486,67.4237442,Mow
487,67.4237442,Mow
488,67.4237442,Mow
489,67.4237442,Mow
490,67.4237442,Mow
491,67.4237442,Mow
492,67.4237442,Mow
493,67.4237442,Mow
494,67.4237442,Mow
495,80.31481934,Mow
496,67.4237442,Mow
497,115.367691,Mow
498,67.4237442,Mow
499,71.33404541,Mow
500,68.52250671,Mow
501,67.4237442,Mow
502,73.73980713,Mow
503,83.72767639,Mow
504,83.72767639,Mow
505,94.95635986,Mow
506,128.9420166,Mow
507,73.16033936,Mow
508,104.1231842,Mow
509,96.08106995,Mow
510,75.83015442,Mow
511,87.25276184,Mow
512,86.49079895,Mow
513,78.10655212,Mow
514,98.6567688,Mow
515,122.8789368,Mow
516,108.8190155,Mow
517,121.0414124,Mow
518,129.9264679,Mow
519,139.6714478,Mow
520,115.0827332,Mow
521,120.1280823,Mow
522,120.8264618,Mow
523,116.8702469,Mow
524,141.5449677,Mow
525,136.5624847,Mow
526,125.8574829,Mow
527,122.199501,Mow
528,120.9659271,Mow
529,123.1905518,Mow
530,136.5657043,Mow
531,160.0734253,Mow
532,157.9229736,Mow
533,136.8686218,Mow
534,126.5595245,Mow
535,132.0265503,Mow
536,156.7322845,Mow
537,163.6665344,Mow
538,156.4110718,Mow
539,125.4033279,Mow
540,142.5875092,Mow
541,140.9545135,Mow
542,140.1588135,Mow
543,156.4067688,Mow
544,137.3434296,Mow
545,131.6026917,Mow
546,140.3182373,Mow
547,142.5207367,Mow
548,153.1478271,Mow
549,153.1478271,Mow
550,154.8530884,Mow
551,150.3328552,Mow
552,174.184021,Mow
553,163.7427826,Mow
554,180.4764099,Mow
555,161.4977722,Mow
556,168.9332886,Mow
557,153.623703,Mow
558,179.150116,Mow
559,125.7689362,Mow
560,112.9485779,Mow
561,93.5475769,Mow
562,105.5137558,Mow
563,108.9634247,Mow
564,77.0646286,Mow
565,69.73963928,Mow
566,67.4237442,Mow
567,67.4237442,Mow
568,67.4237442,Mow
569,67.4237442,Mow
570,67.4237442,Mow
571,67.4237442,Mow
572,67.4237442,Mow
573,67.4237442,Mow
574,74.35018158,Mow
575,67.4237442,Mow
576,67.4237442,Mow
577,67.4237442,Mow
578,67.4237442,Mow
579,123.1690903,Mow
580,145.0407104,Mow
581,139.7976685,Mow
582,114.4722061,Mow
583,103.6197662,Mow
584,90.44723511,Mow
585,112.9163284,Mow
586,72.89373016,Mow
587,67.4237442,Mow
588,67.4237442,Mow
589,67.4237442,Mow
590,156.2635956,Mow
591,135.2197113,Mow
592,113.4421692,Mow
593,92.215271,Mow
594,92.215271,Mow
595,69.18531799,Mow
596,67.4237442,Mow
597,105.9671783,Mow
598,118.8754959,Mow
599,144.1185303,Mow
600,153.0819092,Mow
601,129.9407349,Mow
602,117.0456543,Mow
603,99.74352264,Mow
604,89.67428589,Mow
605,111.0236816,Mow
606,97.76733398,Mow
607,97.33509827,Mow
608,128.4180298,Mow
609,97.83637238,Mow
610,118.5532074,Mow
611,100.45578,Mow
612,67.4237442,Mow
613,73.96957397,Mow
614,68.72494507,Mow
615,107.7562866,Mow
616,104.4304352,Mow
617,81.06398773,Mow
618,110.6640778,Mow
619,91.49667358,Mow
620,98.95233917,Mow
621,97.57754517,Mow
622,88.03174591,Mow
623,121.7070313,Mow
624,110.2431412,Mow
625,122.7981415,Mow
626,127.8194199,Mow
627,103.3874207,Mow
628,72.42332458,Mow
629,99.53980255,Mow
630,116.4248962,Mow
631,94.29988098,Mow
632,104.1937866,Mow
633,97.63018799,Mow
634,105.9130859,Mow
635,100.6985397,Mow
636,113.1262512,Mow
637,107.940567,Mow
638,107.940567,Mow
639,135.5653839,Mow
640,136.2071381,Mow
641,83.9331665,Mow
642,84.30314636,Mow
643,99.16486359,Mow
644,140.5580292,Mow
645,74.29205322,Mow
646,92.3551178,Mow
647,101.6089172,Mow
648,91.55426025,Mow
649,96.07621765,Mow
650,91.5480423,Mow
651,105.6982651,Mow
652,87.40863037,Mow
653,131.6607361,Mow
654,103.9611359,Mow
655,105.8408356,Mow
656,119.2717438,Mow
657,101.141922,Mow
658,77.31156921,Mow
659,67.4237442,Mow
660,82.20467377,Mow
661,112.854248,Mow
662,103.9887161,Mow
663,84.96530151,Mow
664,103.6608276,Mow
665,103.7933426,Mow
666,74.28890991,Mow
667,71.86296082,Mow
668,74.85441589,Mow
669,72.67684937,Mow
670,89.96290588,Mow
671,88.66836548,Mow
672,128.6747131,Mow
673,128.8568268,Mow
674,108.0265045,Mow
675,106.0363617,Mow
676,117.8427658,Mow
677,115.7547226,Mow
678,105.57061,Mow
679,127.8589935,Mow
680,144.5997925,Mow
681,124.8854828,Mow
682,108.9959869,Mow
683,108.9959869,Mow
684,107.7813873,Mow
685,102.8823547,Mow
686,108.5986404,Mow
687,114.2551422,Mow
688,99.62792969,Mow
689,95.13787079,Mow
690,82.80470276,Mow
691,123.444725,Mow
692,111.6329422,Mow
693,109.4141998,Mow
694,96.86576843,Mow
695,85.57802582,Mow
696,80.31641388,Mow
697,79.33676147,Mow
698,68.61045837,Mow
699,68.03221893,Mow
700,68.99330139,Mow
701,83.12805939,Mow
702,67.4237442,Mow
703,109.1462555,Mow
704,131.8310852,Mow
705,121.4612808,Mow
706,76.81617737,Mow
707,67.4237442,Mow
708,74.4287262,Mow
709,84.97220612,Mow
710,85.30863953,Mow
711,93.18771362,Mow
712,67.4237442,Mow
713,67.4237442,Mow
714,74.79885101,Mow
715,71.77848816,Mow
716,67.4237442,Mow
717,72.20262909,Mow
718,83.55502319,Mow
719,77.61131287,Mow
720,79.01714325,Mow
721,94.63780975,Mow
722,86.55192566,Mow
723,116.1824875,Mow
724,147.1054688,Mow
725,92.1335907,Mow
726,92.50286865,Mow
727,82.68605042,Mow
728,82.68605042,Mow
729,83.04747009,Mow
730,67.4237442,Mow
731,79.15386963,Mow
732,67.4237442,Mow
733,95.5635376,Mow
734,88.54077911,Mow
735,67.4237442,Mow
736,67.4237442,Mow
737,67.4237442,Mow
738,81.89231873,Mow
739,72.16348267,Mow
740,77.14115143,Mow
741,77.16876221,Mow
742,90.04990387,Mow
743,67.4237442,Mow
744,91.82981873,Mow
745,67.4237442,Mow
746,77.7454071,Mow
747,79.30046844,Mow
748,89.83959198,Mow
749,84.51075745,Mow
750,88.54511261,Mow
751,92.17259216,Mow
752,89.64137268,Mow
753,86.97996521,Mow
754,94.08670807,Mow
755,86.93611145,Mow
756,78.10315704,Mow
757,67.4237442,Mow
758,67.4237442,Mow
759,69.42179108,Mow
760,68.72950745,Mow
761,70.49438477,Mow
762,70.99971771,Mow
763,71.91828156,Mow
764,97.45544434,Mow
765,112.1461563,Mow
766,95.28722382,Mow
767,113.3393784,Mow
768,67.4237442,Mow
769,67.4237442,Mow
770,67.4237442,Mow
771,67.4237442,Mow
772,67.4237442,Mow
773,67.4237442,Mow
774,67.4237442,Mow
775,95.59381104,Mow
776,67.4237442,Mow
777,67.4237442,Mow
778,67.4237442,Mow
779,90.20096588,Mow
780,67.4237442,Mow
781,80.39845276,Mow
782,67.4237442,Mow
783,67.4237442,Mow
784,67.4237442,Mow
785,67.4237442,Mow
786,67.4237442,Mow
787,67.4237442,Mow
788,67.4237442,Mow
789,67.4237442,Mow
790,67.4237442,Mow
791,67.4237442,Mow
792,76.26535797,Mow
793,70.70146179,Mow
794,67.4237442,Mow
795,67.4237442,Mow
796,69.48342133,Mow
797,67.4237442,Mow
798,67.4237442,Mow
799,67.4237442,Mow
800,87.38572693,Mow
801,96.47808075,Mow
802,125.8282928,Mow
803,98.78514099,Mow
804,91.86546326,Mow
805,92.08283997,Mow
806,80.31976318,Mow
807,71.65924072,Mow
808,84.15179443,Mow
809,92.30492401,Mow
810,124.0976257,Mow
811,97.93171692,Mow
812,102.4706955,Mow
813,119.5591431,Mow
814,129.2668762,Mow
815,119.3802948,Mow
816,117.060257,Mow
817,113.8121185,Mow
818,120.3911209,Mow
819,142.1832428,Mow
820,127.3167801,Mow
821,120.0509491,Mow
822,125.4947739,Mow
823,123.5899811,Mow
824,122.7005844,Mow
825,134.1029053,Mow
826,144.57547,Mow
827,153.8094635,Mow
828,149.4291687,Mow
829,140.8416443,Mow
830,146.8370667,Mow
831,158.3792267,Mow
832,135.3777161,Mow
833,110.0617142,Mow
834,120.1479645,Mow
835,124.5006332,Mow
836,115.4544983,Mow
837,117.9386826,Mow
838,127.5810471,Mow
839,147.5150604,Mow
840,135.4831848,Mow
841,118.2325592,Mow
842,134.9962616,Mow
843,134.6456146,Mow
844,134.6456146,Mow
845,128.5152893,Mow
846,130.2588806,Mow
847,115.7358322,Mow
848,130.9451904,Mow
849,121.2123337,Mow
850,151.867157,Mow
851,135.0979309,Mow
852,125.639267,Mow
853,136.5063782,Mow
854,138.8526306,Mow
855,115.1648331,Mow
856,93.32276917,Mow
857,79.63319397,Mow
858,77.33360291,Mow
859,73.1882782,Mow
860,67.4237442,Mow
861,67.4237442,Mow
862,67.4237442,Mow
863,67.4237442,Mow
864,67.4237442,Mow
865,67.4237442,Mow
866,67.4237442,Mow
867,67.4237442,Mow
868,67.4237442,Mow
869,67.4237442,Mow
870,67.4237442,Mow
871,67.4237442,Mow
872,67.4237442,Mow
873,67.4237442,Mow
874,67.4237442,Mow
875,111.7696686,Mow
876,99.18279266,Mow
877,104.3526764,Mow
878,120.1811981,Mow
879,118.1871796,Mow
880,115.6843872,Mow
881,101.3197937,Mow
882,67.4237442,Mow
883,67.4237442,Mow
884,67.87992859,Mow
885,67.4237442,Mow
886,77.50404358,Mow
887,84.9188385,Mow
888,84.9188385,Mow
889,101.6461945,Mow
890,102.2660522,Mow
891,102.9508972,Mow
892,67.4237442,Mow
893,76.71865845,Mow
894,105.0974655,Mow
895,114.4919052,Mow
896,129.0688782,Mow
897,104.5601959,Mow
898,95.97148132,Mow
899,72.71020508,Mow
900,68.56297302,Mow
901,117.367218,Mow
902,86.45703125,Mow
903,101.0343323,Mow
904,109.9543533,Mow
905,116.3222122,Mow
906,105.8951492,Mow
907,105.0008621,Mow
908,85.63909912,Mow
909,67.4237442,Mow
910,67.4237442,Mow
911,103.7418365,Mow
912,90.97138977,Mow
913,67.4237442,Mow
914,118.1816559,Mow
915,117.8117371,Mow
916,110.9676666,Mow
917,78.49917603,Mow
918,86.05549622,Mow
919,94.01864624,Mow
920,115.7474213,Mow
921,105.2073517,Mow
922,114.4136047,Mow
923,87.93218994,Mow
924,84.2685318,Mow
925,95.5411377,Mow
926,108.5433197,Mow
927,102.9118347,Mow
928,120.5240707,Mow
929,94.47205353,Mow
930,83.77685547,Mow
931,98.98412323,Mow
932,130.3820496,Mow
933,110.7581482,Mow
934,122.8895569,Mow
935,114.2281952,Mow
936,72.62866211,Mow
937,67.4237442,Mow
938,73.26168823,Mow
939,70.99674988,Mow
940,74.86315918,Mow
941,94.68807983,Mow
942,77.34339142,Mow
943,110.7876205,Mow
944,103.0743256,Mow
945,77.42430115,Mow
946,82.9455719,Mow
947,71.47634888,Mow
948,87.56697845,Mow
949,127.7958069,Mow
950,163.719574,Mow
951,141.1831818,Mow
952,116.3934937,Mow
953,112.379425,Mow
954,77.57910919,Mow
955,84.07948303,Mow
956,117.2646103,Mow
957,126.29216,Mow
958,99.04138184,Mow
959,98.23576355,Mow
960,134.859314,Mow
961,122.4746246,Mow
962,107.0213165,Mow
963,120.1836243,Mow
964,95.99559021,Mow
965,72.62249756,Mow
966,79.45629883,Mow
967,87.52513885,Mow
968,114.7497864,Mow
969,112.9310608,Mow
970,121.4225006,Mow
971,104.2202682,Mow
972,120.8051529,Mow
973,100.7513428,Mow
974,102.2982559,Mow
975,95.45527649,Mow
976,92.8729248,Mow
977,82.20297241,Mow
978,82.20297241,Mow
979,97.09092712,Mow
980,104.5243683,Mow
981,103.6966095,Mow
982,102.2629242,Mow
983,112.4617462,Mow
984,124.4879379,Mow
985,100.516861,Mow
986,99.60764313,Mow
987,86.45674133,Mow
988,95.51187134,Mow
989,106.7404938,Mow
990,113.1524353,Mow
991,67.4237442,Mow
992,67.4237442,Mow
993,67.4237442,Mow
994,67.4237442,Mow
995,70.93494415,Mow
996,71.93934631,Mow
997,74.92669678,Mow
998,91.83641052,Mow
999,95.66912842,Mow
1000,91.52719116,Mow
1001,123.2091293,Mow
1002,131.6200256,Mow
1003,69.15126038,Mow
1004,72.42359161,Mow
1005,81.78866577,Mow
1006,87.62227631,Mow
1007,83.50102997,Mow
1008,67.4237442,Mow
1009,67.4237442,Mow
1010,67.4237442,Mow
1011,67.4237442,Mow
1012,67.4237442,Mow
1013,69.84436035,Mow
1014,81.25401306,Mow
1015,85.20494843,Mow
1016,83.42674255,Mow
1017,83.25861359,Mow
1018,92.74674988,Mow
1019,80.33769226,Mow
1020,85.07003784,Mow
1021,92.14244843,Mow
1022,92.14244843,Mow
1023,67.4237442,Mow
1024,85.01309967,Mow
1025,69.22607422,Mow
1026,82.88912964,Mow
1027,67.4237442,Mow
1028,67.4237442,Mow
1029,73.03181458,Mow
1030,67.4237442,Mow
1031,67.4237442,Mow
1032,67.4237442,Mow
1033,67.4237442,Mow
1034,67.4237442,Mow
1035,82.67449951,Mow
1036,98.71331787,Mow
1037,92.6202774,Mow
1038,74.55149078,Mow
1039,120.4387207,Mow
1040,117.1021118,Mow
1041,98.53470612,Mow
1042,67.4237442,Mow
1043,67.4237442,Mow
1044,67.4237442,Mow
1045,67.4237442,Mow
1046,67.4237442,Mow
1047,67.4237442,Mow
1048,67.4237442,Mow
1049,67.4237442,Mow
1050,82.39160919,Mow
1051,74.36701965,Mow
1052,81.86787415,Mow
1053,90.34799194,Mow
1054,67.4237442,Mow
1055,67.4237442,Mow
1056,67.4237442,Mow
1057,74.39817047,Mow
1058,72.45420837,Mow
1059,106.4087219,Mow
1060,112.0610657,Mow
1061,98.88162231,Mow
1062,106.9762726,Mow
1063,109.4093704,Mow
1064,67.4237442,Mow
1065,67.4237442,Mow
1066,67.4237442,Mow
1067,67.4237442,Mow
1068,67.4237442,Mow
1069,67.4237442,Mow
1070,67.4237442,Mow
1071,76.76661682,Mow
1072,67.4237442,Mow
1073,67.4237442,Mow
1074,67.4237442,Mow
1075,67.4237442,Mow
1076,71.38415527,Mow
1077,69.41561127,Mow
1078,67.4237442,Mow
1079,67.4237442,Mow
1080,67.4237442,Mow
1081,67.4237442,Mow
1082,67.4237442,Mow
1083,67.4237442,Mow
1084,67.4237442,Mow
1085,67.4237442,Mow
1086,68.7385788,Mow
1087,67.4237442,Mow
1088,67.4237442,Mow
1089,67.4237442,Mow
1090,67.4237442,Mow
1091,71.27658081,Mow
1092,82.9838562,Mow
1093,67.4237442,Mow
1094,67.4237442,Mow
1095,78.36705017,Mow
1096,80.82926178,Mow
1097,82.20578003,Mow
1098,131.3236542,Mow
1099,111.7511139,Mow
1100,96.7676239,Mow
1101,85.23981476,Mow
1102,74.64058685,Mow
1103,81.24452209,Mow
1104,88.95423889,Mow
1105,96.33537292,Mow
1106,107.245903,Mow
1107,100.9222412,Mow
1108,103.7348785,Mow
1109,113.4311829,Mow
1110,136.3101196,Mow
1111,121.3778992,Mow
1112,102.7086792,Mow
1113,100.1283569,Mow
1114,134.7416077,Mow
1115,128.3712921,Mow
1116,107.3311615,Mow
1117,96.22233582,Mow
1118,96.20487213,Mow
1119,117.1348648,Mow
1120,133.0245819,Mow
1121,126.6459198,Mow
1122,122.90625,Mow
1123,128.8261719,Mow
1124,120.1741791,Mow
1125,107.0886841,Mow
1126,126.4002304,Mow
1127,138.2328949,Mow
1128,102.5387344,Mow
1129,105.7230682,Mow
1130,116.8886261,Mow
1131,104.7269592,Mow
1132,108.2733917,Mow
1133,104.6214676,Mow
1134,106.5040131,Mow
1135,124.6216354,Mow
1136,130.5064087,Mow
1137,122.8270416,Mow
1138,115.6302948,Mow
1139,115.6302948,Mow
1140,127.4130554,Mow
1141,119.1649017,Mow
1142,118.5124359,Mow
1143,117.8781281,Mow
1144,112.2759705,Mow
1145,137.2789917,Mow
1146,123.621933,Mow
1147,127.6908722,Mow
1148,114.5479889,Mow
1149,131.5284424,Mow
1150,129.4902496,Mow
1151,117.8751144,Mow
1152,88.48478699,Mow
1153,67.4237442,Mow
1154,67.4237442,Mow
1155,67.4237442,Mow
1156,79.92469788,Mow
