"","Yield","Treatment"
"99",76.7601928710938,"No-mowing"
"100",67.4237442016602,"No-mowing"
"101",83.4846801757812,"No-mowing"
"102",69.8293914794922,"No-mowing"
"103",90.5476837158203,"No-mowing"
"104",88.7736358642578,"No-mowing"
"105",89.2230072021484,"No-mowing"
"106",81.2067108154297,"No-mowing"
"107",67.4237442016602,"No-mowing"
"108",67.4237442016602,"No-mowing"
"109",89.1159820556641,"No-mowing"
"110",88.1909637451172,"No-mowing"
"111",94.6991119384766,"No-mowing"
"112",67.4237442016602,"No-mowing"
"113",68.074462890625,"No-mowing"
"114",69.06689453125,"No-mowing"
"115",75.5899963378906,"No-mowing"
"116",73.2960510253906,"No-mowing"
"117",78.9998168945312,"No-mowing"
"118",107.753707885742,"No-mowing"
"119",97.6145324707031,"No-mowing"
"120",95.7721405029297,"No-mowing"
"121",67.4237442016602,"No-mowing"
"122",73.8827590942383,"No-mowing"
"123",67.4237442016602,"No-mowing"
"124",72.8216094970703,"No-mowing"
"125",113.159004211426,"No-mowing"
"126",136.474807739258,"No-mowing"
"127",139.526245117188,"No-mowing"
"128",108.038635253906,"No-mowing"
"129",85.8719482421875,"No-mowing"
"130",112.065155029297,"No-mowing"
"131",102.074859619141,"No-mowing"
"132",88.4737930297852,"No-mowing"
"133",108.989974975586,"No-mowing"
"134",103.185279846191,"No-mowing"
"135",84.8243713378906,"No-mowing"
"136",67.4237442016602,"No-mowing"
"137",67.4237442016602,"No-mowing"
"138",67.4237442016602,"No-mowing"
"139",67.4237442016602,"No-mowing"
"140",67.4237442016602,"No-mowing"
"141",67.4237442016602,"No-mowing"
"142",72.9407958984375,"No-mowing"
"143",89.639892578125,"No-mowing"
"144",90.8157653808594,"No-mowing"
"145",67.4237442016602,"No-mowing"
"146",67.4237442016602,"No-mowing"
"147",67.4237442016602,"No-mowing"
"148",99.8389282226562,"No-mowing"
"149",88.974609375,"No-mowing"
"150",75.1625061035156,"No-mowing"
"151",74.0778121948242,"No-mowing"
"152",67.4237442016602,"No-mowing"
"153",77.5607147216797,"No-mowing"
"154",67.4237442016602,"No-mowing"
"155",85.5163269042969,"No-mowing"
"156",67.4237442016602,"No-mowing"
"157",89.3648376464844,"No-mowing"
"158",93.4035797119141,"No-mowing"
"159",109.134216308594,"No-mowing"
"160",118.71558380127,"No-mowing"
"161",98.7988662719727,"No-mowing"
"162",78.6606216430664,"No-mowing"
"163",81.4290008544922,"No-mowing"
"164",84.0021209716797,"No-mowing"
"165",75.7497863769531,"No-mowing"
"166",87.1675262451172,"No-mowing"
"167",88.3992919921875,"No-mowing"
"168",81.5481567382812,"No-mowing"
"169",79.1528244018555,"No-mowing"
"170",96.7552032470703,"No-mowing"
"171",85.1071395874023,"No-mowing"
"172",94.4024658203125,"No-mowing"
"173",113.73104095459,"No-mowing"
"174",139.238204956055,"No-mowing"
"175",113.124038696289,"No-mowing"
"176",69.345458984375,"No-mowing"
"177",67.4237442016602,"No-mowing"
"178",67.4237442016602,"No-mowing"
"179",67.4237442016602,"No-mowing"
"180",67.4237442016602,"No-mowing"
"181",67.4237442016602,"No-mowing"
"182",79.6200942993164,"No-mowing"
"183",97.836181640625,"No-mowing"
"184",97.836181640625,"No-mowing"
"185",78.3284759521484,"No-mowing"
"186",71.9140625,"No-mowing"
"187",69.7335433959961,"No-mowing"
"188",67.4237442016602,"No-mowing"
"189",67.4237442016602,"No-mowing"
"190",67.4237442016602,"No-mowing"
"191",67.4237442016602,"No-mowing"
"192",67.4237442016602,"No-mowing"
"193",67.4237442016602,"No-mowing"
"194",67.4237442016602,"No-mowing"
"195",67.4237442016602,"No-mowing"
"196",67.4237442016602,"No-mowing"
"197",73.7528915405273,"No-mowing"
"198",67.4237442016602,"No-mowing"
"199",67.4237442016602,"No-mowing"
"200",70.1035690307617,"No-mowing"
"201",67.4237442016602,"No-mowing"
"202",91.5692672729492,"No-mowing"
"203",67.4237442016602,"No-mowing"
"204",67.4237442016602,"No-mowing"
"205",71.1935653686523,"No-mowing"
"206",72.4478912353516,"No-mowing"
"207",91.2880859375,"No-mowing"
"208",100.859619140625,"No-mowing"
"209",95.6878204345703,"No-mowing"
"210",95.6878204345703,"No-mowing"
"211",103.385345458984,"No-mowing"
"212",113.533195495605,"No-mowing"
"213",107.974716186523,"No-mowing"
"214",122.032051086426,"No-mowing"
"215",104.339019775391,"No-mowing"
"216",106.874450683594,"No-mowing"
"217",109.255897521973,"No-mowing"
"218",110.684310913086,"No-mowing"
"219",97.2590179443359,"No-mowing"
"220",138.083541870117,"No-mowing"
"221",124.021018981934,"No-mowing"
"222",136.248107910156,"No-mowing"
"223",163.12841796875,"No-mowing"
"224",131.142440795898,"No-mowing"
"225",124.694709777832,"No-mowing"
"226",144.961791992188,"No-mowing"
"227",134.38883972168,"No-mowing"
"228",136.33512878418,"No-mowing"
"229",162.320129394531,"No-mowing"
"230",162.002593994141,"No-mowing"
"231",144.505493164062,"No-mowing"
"232",150.396728515625,"No-mowing"
"233",160.770812988281,"No-mowing"
"234",158.180053710938,"No-mowing"
"235",173.970458984375,"No-mowing"
"236",184.329162597656,"No-mowing"
"237",181.728179931641,"No-mowing"
"238",170.764984130859,"No-mowing"
"239",157.754638671875,"No-mowing"
"240",157.253601074219,"No-mowing"
"241",166.897552490234,"No-mowing"
"242",173.008758544922,"No-mowing"
"243",184.425964355469,"No-mowing"
"244",174.205718994141,"No-mowing"
"245",162.293792724609,"No-mowing"
"246",164.471160888672,"No-mowing"
"247",150.554321289062,"No-mowing"
"248",146.409957885742,"No-mowing"
"249",142.815216064453,"No-mowing"
"250",140.329376220703,"No-mowing"
"251",138.904357910156,"No-mowing"
"252",144.706146240234,"No-mowing"
"253",140.623199462891,"No-mowing"
"254",140.623199462891,"No-mowing"
"255",136.855438232422,"No-mowing"
"256",131.921356201172,"No-mowing"
"257",141.137634277344,"No-mowing"
"258",156.120178222656,"No-mowing"
"259",172.890014648438,"No-mowing"
"260",144.677093505859,"No-mowing"
"261",130.415893554688,"No-mowing"
"262",129.823669433594,"No-mowing"
"263",150.064880371094,"No-mowing"
"264",124.099746704102,"No-mowing"
"265",76.7076797485352,"No-mowing"
"266",74.2741088867188,"No-mowing"
"267",81.9192199707031,"No-mowing"
"268",109.120155334473,"No-mowing"
"269",67.4237442016602,"No-mowing"
"270",67.4237442016602,"No-mowing"
"271",67.4237442016602,"No-mowing"
"272",67.4237442016602,"No-mowing"
"273",67.4237442016602,"No-mowing"
"274",92.4529190063477,"No-mowing"
"275",67.4237442016602,"No-mowing"
"276",67.4237442016602,"No-mowing"
"277",75.0419235229492,"No-mowing"
"278",80.7927780151367,"No-mowing"
"279",87.3544158935547,"No-mowing"
"280",70.489501953125,"No-mowing"
"281",67.4237442016602,"No-mowing"
"282",89.8011322021484,"No-mowing"
"283",109.074028015137,"No-mowing"
"284",157.523223876953,"No-mowing"
"285",145.724029541016,"No-mowing"
"286",134.116256713867,"No-mowing"
"287",128.675415039062,"No-mowing"
"288",104.297515869141,"No-mowing"
"289",118.821166992188,"No-mowing"
"290",100.920455932617,"No-mowing"
"291",67.4237442016602,"No-mowing"
"292",67.4237442016602,"No-mowing"
"293",133.295318603516,"No-mowing"
"294",111.865341186523,"No-mowing"
"295",122.518623352051,"No-mowing"
"296",112.891304016113,"No-mowing"
"297",101.66431427002,"No-mowing"
"298",95.0573501586914,"No-mowing"
"299",95.0573501586914,"No-mowing"
"300",124.285362243652,"No-mowing"
"301",117.97225189209,"No-mowing"
"302",112.994987487793,"No-mowing"
"303",133.37841796875,"No-mowing"
"304",134.968353271484,"No-mowing"
"305",119.846305847168,"No-mowing"
"306",136.640655517578,"No-mowing"
"307",138.068023681641,"No-mowing"
"308",102.344940185547,"No-mowing"
"309",118.944351196289,"No-mowing"
"310",124.636573791504,"No-mowing"
"311",106.227188110352,"No-mowing"
"312",67.4237442016602,"No-mowing"
"313",90.1772003173828,"No-mowing"
"314",85.2240142822266,"No-mowing"
"315",80.5453643798828,"No-mowing"
"316",105.390586853027,"No-mowing"
"317",92.5157012939453,"No-mowing"
"318",98.9818344116211,"No-mowing"
"319",105.454544067383,"No-mowing"
"320",95.1631011962891,"No-mowing"
"321",115.38143157959,"No-mowing"
"322",123.628341674805,"No-mowing"
"323",134.012817382812,"No-mowing"
"324",126.603775024414,"No-mowing"
"325",109.603164672852,"No-mowing"
"326",122.102073669434,"No-mowing"
"327",109.003776550293,"No-mowing"
"328",110.242248535156,"No-mowing"
"329",127.476791381836,"No-mowing"
"330",104.107536315918,"No-mowing"
"331",97.8246765136719,"No-mowing"
"332",112.760047912598,"No-mowing"
"333",144.561859130859,"No-mowing"
"334",114.398742675781,"No-mowing"
"335",129.065124511719,"No-mowing"
"336",106.304389953613,"No-mowing"
"337",99.7478256225586,"No-mowing"
"338",123.357841491699,"No-mowing"
"339",121.760177612305,"No-mowing"
"340",90.9648132324219,"No-mowing"
"341",83.2702560424805,"No-mowing"
"342",116.113891601562,"No-mowing"
"343",125.007804870605,"No-mowing"
"344",125.007804870605,"No-mowing"
"345",113.960647583008,"No-mowing"
"346",92.4857330322266,"No-mowing"
"347",105.807556152344,"No-mowing"
"348",111.073013305664,"No-mowing"
"349",95.9278259277344,"No-mowing"
"350",79.3345108032227,"No-mowing"
"351",111.752136230469,"No-mowing"
"352",111.030670166016,"No-mowing"
"353",90.7784881591797,"No-mowing"
"354",108.343353271484,"No-mowing"
"355",121.517929077148,"No-mowing"
"356",92.0523681640625,"No-mowing"
"357",89.2098541259766,"No-mowing"
"358",80.3805236816406,"No-mowing"
"359",84.1369171142578,"No-mowing"
"360",92.77490234375,"No-mowing"
"361",79.0564727783203,"No-mowing"
"362",94.1160583496094,"No-mowing"
"363",71.6118087768555,"No-mowing"
"364",75.5289764404297,"No-mowing"
"365",111.008041381836,"No-mowing"
"366",131.616439819336,"No-mowing"
"367",128.256317138672,"No-mowing"
"368",109.394165039062,"No-mowing"
"369",108.973754882812,"No-mowing"
"370",94.6177520751953,"No-mowing"
"371",124.441215515137,"No-mowing"
"372",78.9167175292969,"No-mowing"
"373",67.4237442016602,"No-mowing"
"374",67.4237442016602,"No-mowing"
"375",78.8241729736328,"No-mowing"
"376",117.707725524902,"No-mowing"
"377",126.143661499023,"No-mowing"
"378",106.280731201172,"No-mowing"
"379",122.870391845703,"No-mowing"
"380",84.9937286376953,"No-mowing"
"381",109.020904541016,"No-mowing"
"382",144.024658203125,"No-mowing"
"383",117.772766113281,"No-mowing"
"384",119.997924804688,"No-mowing"
"385",109.436508178711,"No-mowing"
"386",123.815612792969,"No-mowing"
"387",110.536590576172,"No-mowing"
"388",110.536590576172,"No-mowing"
"389",93.9898452758789,"No-mowing"
"390",111.788520812988,"No-mowing"
"391",104.047561645508,"No-mowing"
"392",86.881103515625,"No-mowing"
"393",87.5204238891602,"No-mowing"
"394",67.4237442016602,"No-mowing"
"395",93.7358016967773,"No-mowing"
"396",75.4717864990234,"No-mowing"
"397",98.4569091796875,"No-mowing"
"398",79.2712554931641,"No-mowing"
"399",79.0640258789062,"No-mowing"
"400",75.6011047363281,"No-mowing"
"401",68.0809783935547,"No-mowing"
"402",67.4237442016602,"No-mowing"
"403",76.7760620117188,"No-mowing"
"404",67.4237442016602,"No-mowing"
"405",79.077392578125,"No-mowing"
"406",67.4237442016602,"No-mowing"
"407",68.2452850341797,"No-mowing"
"408",67.4237442016602,"No-mowing"
"409",82.8884201049805,"No-mowing"
"410",67.4237442016602,"No-mowing"
"411",67.4237442016602,"No-mowing"
"412",85.8033142089844,"No-mowing"
"413",77.0223922729492,"No-mowing"
"414",77.0420913696289,"No-mowing"
"415",67.4237442016602,"No-mowing"
"416",67.4237442016602,"No-mowing"
"417",67.4237442016602,"No-mowing"
"418",75.4935302734375,"No-mowing"
"419",99.3746490478516,"No-mowing"
"420",87.5006713867188,"No-mowing"
"421",114.326538085938,"No-mowing"
"422",93.8073272705078,"No-mowing"
"423",68.2847290039062,"No-mowing"
"424",71.1438598632812,"No-mowing"
"425",83.943115234375,"No-mowing"
"426",91.5570755004883,"No-mowing"
"427",91.0337219238281,"No-mowing"
"428",103.949005126953,"No-mowing"
"429",67.4237442016602,"No-mowing"
"430",67.4237442016602,"No-mowing"
"431",67.4237442016602,"No-mowing"
"432",67.4237442016602,"No-mowing"
"433",67.4237442016602,"No-mowing"
"434",67.4237442016602,"No-mowing"
"435",106.120002746582,"No-mowing"
"436",81.6245040893555,"No-mowing"
"437",67.6626434326172,"No-mowing"
"438",72.8109588623047,"No-mowing"
"439",67.4237442016602,"No-mowing"
"440",67.4237442016602,"No-mowing"
"441",67.4237442016602,"No-mowing"
"442",70.7332305908203,"No-mowing"
"443",91.2663269042969,"No-mowing"
"444",87.2925186157227,"No-mowing"
"445",82.5325469970703,"No-mowing"
"446",84.2991790771484,"No-mowing"
"447",67.4237442016602,"No-mowing"
"448",67.4237442016602,"No-mowing"
"449",67.4237442016602,"No-mowing"
"450",102.24439239502,"No-mowing"
"451",81.6961669921875,"No-mowing"
"452",101.054908752441,"No-mowing"
"453",76.6148834228516,"No-mowing"
"454",109.304992675781,"No-mowing"
"455",94.7563552856445,"No-mowing"
"456",94.2953948974609,"No-mowing"
"457",80.1435852050781,"No-mowing"
"458",67.4237442016602,"No-mowing"
"459",71.3555068969727,"No-mowing"
"460",93.5134201049805,"No-mowing"
"461",107.694534301758,"No-mowing"
"462",132.711685180664,"No-mowing"
"463",105.020385742188,"No-mowing"
"464",83.269775390625,"No-mowing"
"465",86.9046020507812,"No-mowing"
"466",101.484710693359,"No-mowing"
"467",101.279258728027,"No-mowing"
"468",117.523887634277,"No-mowing"
"469",105.208595275879,"No-mowing"
"470",84.6366119384766,"No-mowing"
"471",67.4237442016602,"No-mowing"
"472",67.4237442016602,"No-mowing"
"473",67.4237442016602,"No-mowing"
"474",67.4237442016602,"No-mowing"
"475",91.741455078125,"No-mowing"
"476",98.21337890625,"No-mowing"
"477",103.416801452637,"No-mowing"
"478",103.416801452637,"No-mowing"
"479",102.990341186523,"No-mowing"
"480",70.8326263427734,"No-mowing"
"481",67.4237442016602,"No-mowing"
"482",67.4237442016602,"No-mowing"
"483",67.4237442016602,"No-mowing"
"484",71.7439346313477,"No-mowing"
"485",99.9268417358398,"No-mowing"
"486",67.4237442016602,"No-mowing"
"487",67.4237442016602,"No-mowing"
"488",67.4237442016602,"No-mowing"
"489",67.4237442016602,"No-mowing"
"490",67.4237442016602,"No-mowing"
"491",67.4237442016602,"No-mowing"
"492",67.4237442016602,"No-mowing"
"493",67.4237442016602,"No-mowing"
"494",67.4237442016602,"No-mowing"
"495",80.3148193359375,"No-mowing"
"496",67.4237442016602,"No-mowing"
"497",115.367691040039,"No-mowing"
"498",67.4237442016602,"No-mowing"
"499",71.3340454101562,"No-mowing"
"500",68.5225067138672,"No-mowing"
"501",67.4237442016602,"No-mowing"
"502",73.7398071289062,"No-mowing"
"503",83.7276763916016,"No-mowing"
"504",83.7276763916016,"No-mowing"
"505",94.9563598632812,"No-mowing"
"506",128.942016601562,"No-mowing"
"507",73.1603393554688,"No-mowing"
"508",104.123184204102,"No-mowing"
"509",96.0810699462891,"No-mowing"
"510",75.8301544189453,"No-mowing"
"511",87.2527618408203,"No-mowing"
"512",86.4907989501953,"No-mowing"
"513",78.1065521240234,"No-mowing"
"514",98.6567687988281,"No-mowing"
"515",122.878936767578,"No-mowing"
"516",108.81901550293,"No-mowing"
"517",121.041412353516,"No-mowing"
"518",129.926467895508,"No-mowing"
"519",139.671447753906,"No-mowing"
"520",115.082733154297,"No-mowing"
"521",120.128082275391,"No-mowing"
"522",120.826461791992,"No-mowing"
"523",116.870246887207,"No-mowing"
"524",141.544967651367,"No-mowing"
"525",136.562484741211,"No-mowing"
"526",125.857482910156,"No-mowing"
"527",122.199501037598,"No-mowing"
"528",120.965927124023,"No-mowing"
"529",123.190551757812,"No-mowing"
"530",136.565704345703,"No-mowing"
"531",160.073425292969,"No-mowing"
"532",157.922973632812,"No-mowing"
"533",136.868621826172,"No-mowing"
"534",126.559524536133,"No-mowing"
"535",132.026550292969,"No-mowing"
"536",156.732284545898,"No-mowing"
"537",163.666534423828,"No-mowing"
"538",156.411071777344,"No-mowing"
"539",125.403327941895,"No-mowing"
"540",142.587509155273,"No-mowing"
"541",140.954513549805,"No-mowing"
"542",140.158813476562,"No-mowing"
"543",156.406768798828,"No-mowing"
"544",137.34342956543,"No-mowing"
"545",131.602691650391,"No-mowing"
"546",140.318237304688,"No-mowing"
"547",142.520736694336,"No-mowing"
"548",153.147827148438,"No-mowing"
"549",153.147827148438,"No-mowing"
"550",154.853088378906,"No-mowing"
"551",150.332855224609,"No-mowing"
"552",174.184020996094,"No-mowing"
"553",163.742782592773,"No-mowing"
"554",180.476409912109,"No-mowing"
"555",161.497772216797,"No-mowing"
"556",168.933288574219,"No-mowing"
"557",153.62370300293,"No-mowing"
"558",179.150115966797,"No-mowing"
"559",125.768936157227,"No-mowing"
"560",112.948577880859,"No-mowing"
"561",93.5475769042969,"No-mowing"
"562",105.51375579834,"No-mowing"
"563",108.963424682617,"No-mowing"
"564",77.0646286010742,"No-mowing"
"565",69.7396392822266,"No-mowing"
"566",67.4237442016602,"No-mowing"
"567",67.4237442016602,"No-mowing"
"568",67.4237442016602,"No-mowing"
"569",67.4237442016602,"No-mowing"
"570",67.4237442016602,"No-mowing"
"571",67.4237442016602,"No-mowing"
"572",67.4237442016602,"No-mowing"
"573",67.4237442016602,"No-mowing"
"574",74.3501815795898,"No-mowing"
"575",67.4237442016602,"No-mowing"
"576",67.4237442016602,"No-mowing"
"577",67.4237442016602,"No-mowing"
"578",67.4237442016602,"No-mowing"
"579",123.169090270996,"No-mowing"
"580",145.040710449219,"No-mowing"
"581",139.797668457031,"No-mowing"
"582",114.472206115723,"No-mowing"
"583",103.619766235352,"No-mowing"
"584",90.4472351074219,"No-mowing"
"585",112.916328430176,"No-mowing"
"586",72.8937301635742,"No-mowing"
"587",67.4237442016602,"No-mowing"
"588",67.4237442016602,"No-mowing"
"589",67.4237442016602,"No-mowing"
"590",156.263595581055,"No-mowing"
"591",135.219711303711,"No-mowing"
"592",113.442169189453,"No-mowing"
"593",92.2152709960938,"No-mowing"
"594",92.2152709960938,"No-mowing"
"595",69.1853179931641,"No-mowing"
"596",67.4237442016602,"No-mowing"
"597",105.967178344727,"No-mowing"
"598",118.875495910645,"No-mowing"
"599",144.118530273438,"No-mowing"
"600",153.081909179688,"No-mowing"
"601",129.940734863281,"No-mowing"
"602",117.045654296875,"No-mowing"
"603",99.743522644043,"No-mowing"
"604",89.6742858886719,"No-mowing"
"605",111.023681640625,"No-mowing"
"606",97.767333984375,"No-mowing"
"607",97.3350982666016,"No-mowing"
"608",128.418029785156,"No-mowing"
"609",97.8363723754883,"No-mowing"
"610",118.553207397461,"No-mowing"
"611",100.455780029297,"No-mowing"
"612",67.4237442016602,"No-mowing"
"613",73.9695739746094,"No-mowing"
"614",68.7249450683594,"No-mowing"
"615",107.756286621094,"No-mowing"
"616",104.430435180664,"No-mowing"
"617",81.0639877319336,"No-mowing"
"618",110.664077758789,"No-mowing"
"619",91.4966735839844,"No-mowing"
"620",98.9523391723633,"No-mowing"
"621",97.5775451660156,"No-mowing"
"622",88.0317459106445,"No-mowing"
"623",121.70703125,"No-mowing"
"624",110.243141174316,"No-mowing"
"625",122.798141479492,"No-mowing"
"626",127.81941986084,"No-mowing"
"627",103.387420654297,"No-mowing"
"628",72.4233245849609,"No-mowing"
"629",99.5398025512695,"No-mowing"
"630",116.424896240234,"No-mowing"
"631",94.2998809814453,"No-mowing"
"632",104.193786621094,"No-mowing"
"633",97.6301879882812,"No-mowing"
"634",105.9130859375,"No-mowing"
"635",100.698539733887,"No-mowing"
"636",113.126251220703,"No-mowing"
"637",107.940567016602,"No-mowing"
"638",107.940567016602,"No-mowing"
"639",135.565383911133,"No-mowing"
"640",136.207138061523,"No-mowing"
"641",83.9331665039062,"No-mowing"
"642",84.3031463623047,"No-mowing"
"643",99.1648635864258,"No-mowing"
"644",140.558029174805,"No-mowing"
"645",74.2920532226562,"No-mowing"
"646",92.3551177978516,"No-mowing"
"647",101.608917236328,"No-mowing"
"648",91.5542602539062,"No-mowing"
"649",96.0762176513672,"No-mowing"
"650",91.5480422973633,"No-mowing"
"651",105.698265075684,"No-mowing"
"652",87.4086303710938,"No-mowing"
"653",131.660736083984,"No-mowing"
"654",103.961135864258,"No-mowing"
"655",105.840835571289,"No-mowing"
"656",119.271743774414,"No-mowing"
"657",101.14192199707,"No-mowing"
"658",77.3115692138672,"No-mowing"
"659",67.4237442016602,"No-mowing"
"660",82.2046737670898,"No-mowing"
"661",112.854248046875,"No-mowing"
"662",103.988716125488,"No-mowing"
"663",84.9653015136719,"No-mowing"
"664",103.660827636719,"No-mowing"
"665",103.793342590332,"No-mowing"
"666",74.2889099121094,"No-mowing"
"667",71.8629608154297,"No-mowing"
"668",74.8544158935547,"No-mowing"
"669",72.6768493652344,"No-mowing"
"670",89.9629058837891,"No-mowing"
"671",88.6683654785156,"No-mowing"
"672",128.674713134766,"No-mowing"
"673",128.856826782227,"No-mowing"
"674",108.026504516602,"No-mowing"
"675",106.036361694336,"No-mowing"
"676",117.842765808105,"No-mowing"
"677",115.754722595215,"No-mowing"
"678",105.570610046387,"No-mowing"
"679",127.858993530273,"No-mowing"
"680",144.599792480469,"No-mowing"
"681",124.885482788086,"No-mowing"
"682",108.995986938477,"No-mowing"
"683",108.995986938477,"No-mowing"
"684",107.781387329102,"No-mowing"
"685",102.882354736328,"No-mowing"
"686",108.598640441895,"No-mowing"
"687",114.255142211914,"No-mowing"
"688",99.6279296875,"No-mowing"
"689",95.1378707885742,"No-mowing"
"690",82.8047027587891,"No-mowing"
"691",123.444725036621,"No-mowing"
"692",111.632942199707,"No-mowing"
"693",109.414199829102,"No-mowing"
"694",96.8657684326172,"No-mowing"
"695",85.5780258178711,"No-mowing"
"696",80.3164138793945,"No-mowing"
"697",79.3367614746094,"No-mowing"
"698",68.6104583740234,"No-mowing"
"699",68.0322189331055,"No-mowing"
"700",68.9933013916016,"No-mowing"
"701",83.128059387207,"No-mowing"
"702",67.4237442016602,"No-mowing"
"703",109.146255493164,"No-mowing"
"704",131.831085205078,"No-mowing"
"705",121.461280822754,"No-mowing"
"706",76.8161773681641,"No-mowing"
"707",67.4237442016602,"No-mowing"
"708",74.4287261962891,"No-mowing"
"709",84.9722061157227,"No-mowing"
"710",85.3086395263672,"No-mowing"
"711",93.1877136230469,"No-mowing"
"712",67.4237442016602,"No-mowing"
"713",67.4237442016602,"No-mowing"
"714",74.7988510131836,"No-mowing"
"715",71.7784881591797,"No-mowing"
"716",67.4237442016602,"No-mowing"
"717",72.2026290893555,"No-mowing"
"718",83.5550231933594,"No-mowing"
"719",77.6113128662109,"No-mowing"
"720",79.0171432495117,"No-mowing"
"721",94.637809753418,"No-mowing"
"722",86.5519256591797,"No-mowing"
"723",116.182487487793,"No-mowing"
"724",147.10546875,"No-mowing"
"725",92.1335906982422,"No-mowing"
"726",92.5028686523438,"No-mowing"
"727",82.6860504150391,"No-mowing"
"728",82.6860504150391,"No-mowing"
"729",83.0474700927734,"No-mowing"
"730",67.4237442016602,"No-mowing"
"731",79.1538696289062,"No-mowing"
"732",67.4237442016602,"No-mowing"
"733",95.5635375976562,"No-mowing"
"734",88.5407791137695,"No-mowing"
"735",67.4237442016602,"No-mowing"
"736",67.4237442016602,"No-mowing"
"737",67.4237442016602,"No-mowing"
"738",81.8923187255859,"No-mowing"
"739",72.1634826660156,"No-mowing"
"740",77.1411514282227,"No-mowing"
"741",77.1687622070312,"No-mowing"
"742",90.0499038696289,"No-mowing"
"743",67.4237442016602,"No-mowing"
"744",91.8298187255859,"No-mowing"
"745",67.4237442016602,"No-mowing"
"746",77.7454071044922,"No-mowing"
"747",79.3004684448242,"No-mowing"
"748",89.8395919799805,"No-mowing"
"749",84.5107574462891,"No-mowing"
"750",88.5451126098633,"No-mowing"
"751",92.1725921630859,"No-mowing"
"752",89.6413726806641,"No-mowing"
"753",86.9799652099609,"No-mowing"
"754",94.0867080688477,"No-mowing"
"755",86.9361114501953,"No-mowing"
