FarmName,FieldName,SampleID,SampleType,SampleDate_CN,TotalC_pct,TotalN_pct,x,y,Treatment
Benson,Kolb2,5,MaizeBiomass,7/18/25,45.643,2.979,-76.42673295,42.6362546,Control
,,,,,,,,,
Benson,Kolb2,6,MaizeBiomass,7/18/25,46.629,2.874,-76.42671197,42.63568823,Treatment
,,,,,,,,,
Benson,Kolb2,7,MaizeBiomass,7/18/25,46.653,2.697,-76.42764751,42.63578647,Treatment
,,,,,,,,,
Benson,Kolb2,8,MaizeBiomass,7/18/25,47.09,2.9,-76.42898161,42.63594357,Treatment
,,,,,,,,,
Benson,Kolb2,9,MaizeBiomass,7/18/25,46.696,2.823,-76.43004946,42.63568013,Treatment
,,,,,,,,,
Benson,Kolb2,10,MaizeBiomass,7/18/25,46.711,2.846,-76.43061991,42.63579249,Treatment
,,,,,,,,,
Villnave,3,1,MaizeBiomass,7/17/25,45.286,1.427,-76.16858312,42.69193564,Control
,,,,,,,,,
Villnave,3,2,MaizeBiomass,7/17/25,46.055,1.786,-76.16862132,42.69216402,Control
,,,,,,,,,
Villnave,3,3,MaizeBiomass,7/17/25,43.778,3.232,-76.16899034,42.69263171,Treatment
,,,,,,,,,
Villnave,3,4,MaizeBiomass,7/17/25,44.838,2.529,-76.16864055,42.69288581,Treatment
,,,,,,,,,
Villnave,3,5,MaizeBiomass,7/17/25,45.772,2.835,-76.16859604,42.69322822,Treatment
,,,,,,,,,
Villnave,3,6,MaizeBiomass,7/17/25,45.816,2.62,-76.16710188,42.69474152,Control
,,,,,,,,,
Villnave,3,7,MaizeBiomass,7/17/25,45.505,1.868,-76.16669679,42.69438642,Treatment
,,,,,,,,,
Villnave,3,8,MaizeBiomass,7/17/25,44.028,2.088,-76.16666551,42.69382677,Treatment
,,,,,,,,,
Villnave,3,9,MaizeBiomass,7/17/25,45.705,1.583,-76.16713851,42.69314529,Treatment
,,,,,,,,,
Villnave,3,10,MaizeBiomass,7/17/25,45.63,1.868,-76.16724953,42.69232809,Treatment
,,,,,,,,,
Gruschow,North,1,MaizeBiomass,7/14/25,45.917,3.027,-77.59630965,42.90402088,
,,,,,,,,,
Gruschow,North,2,MaizeBiomass,7/14/25,44.385,2.932,-77.59587991,42.90343487,
,,,,,,,,,
Gruschow,North,3,MaizeBiomass,7/14/25,44.971,2.772,-77.59610752,42.90293074,
,,,,,,,,,
Gruschow,North,4,MaizeBiomass,7/14/25,45.117,2.461,-77.59611327,42.90139533,
,,,,,,,,,
Gruschow,North,5,MaizeBiomass,7/14/25,NA,NA,-77.59609178,42.90053769,
,,,,,,,,,
Gruschow,North,6,MaizeBiomass,7/14/25,44.789,2.687,-77.59542183,42.90012797,
,,,,,,,,,
Gruschow,North,7,MaizeBiomass,7/14/25,43.727,2.919,-77.59508059,42.90060291,
,,,,,,,,,
Gruschow,North,8,MaizeBiomass,7/14/25,44.356,2.692,-77.59500968,42.90156137,
,,,,,,,,,
Gruschow,North,9,MaizeBiomass,7/14/25,45.482,2.588,-77.59575074,42.90243287,
,,,,,,,,,
Gruschow,North,10,MaizeBiomass,7/14/25,44.629,2.799,-77.59585169,42.90391475,
,,,,,,,,,
Gruschow,South,1,MaizeBiomass,7/14/25,43.587,3.794,-77.59382911,42.88087109,
,,,,,,,,,
Gruschow,South,2,MaizeBiomass,7/14/25,44.506,3.985,-77.5940972,42.88103277,
,,,,,,,,,
Gruschow,South,3,MaizeBiomass,7/14/25,43.992,3.648,-77.59483196,42.88094361,
,,,,,,,,,
Gruschow,South,4,MaizeBiomass,7/14/25,45.067,3.423,-77.59576358,42.88120517,
,,,,,,,,,
Gruschow,South,5,MaizeBiomass,7/14/25,NA,NA,-77.59720025,42.88091106,
,,,,,,,,,
Gruschow,South,6,MaizeBiomass,7/14/25,44.089,3.389,-77.59765509,42.88164453,
,,,,,,,,,
Gruschow,South,7,MaizeBiomass,7/14/25,44.122,3.954,-77.59704197,42.88209987,
,,,,,,,,,
Gruschow,South,8,MaizeBiomass,7/14/25,NA,NA,-77.59620736,42.88186501,
,,,,,,,,,
Gruschow,South,9,MaizeBiomass,7/14/25,44.435,3.933,-77.59557694,42.88206618,
,,,,,,,,,
Gruschow,South,10,MaizeBiomass,7/14/25,44.235,2.79,-77.59449833,42.88180025,
,,,,,,,,,
Macauley,Ntrials,1A,MaizeBiomass,7/9/25,43.348,4.235,-77.81559808,42.720973,1
,,,,,,,,,
Macauley,Ntrials,1B,MaizeBiomass,7/9/25,43.023,4.061,-77.81399637,42.7198181,1
,,,,,,,,,
Macauley,Ntrials,2A,MaizeBiomass,7/9/25,42.748,3.86,-77.81349262,42.71958723,2
,,,,,,,,,
Macauley,Ntrials,2B,MaizeBiomass,7/9/25,42.96,4.119,-77.81397199,42.71989231,2
,,,,,,,,,
Macauley,Ntrials,3A,MaizeBiomass,7/9/25,44.093,3.51,-77.81339211,42.71973321,3
,,,,,,,,,
Macauley,Ntrials,3B,MaizeBiomass,7/9/25,42.164,4.28,-77.81396217,42.71989583,3
,,,,,,,,,
Macauley,Ntrials,4A,MaizeBiomass,7/9/25,43.031,4.114,-77.81334478,42.71982137,4
,,,,,,,,,
Macauley,Ntrials,4B,MaizeBiomass,7/9/25,43.371,3.958,-77.81387184,42.72009305,4
,,,,,,,,,
Macauley,Ntrials,5A,MaizeBiomass,7/9/25,43.344,4.15,-77.81330151,42.71989905,5
,,,,,,,,,
Macauley,Ntrials,5B,MaizeBiomass,7/9/25,44.054,3.486,-77.81384765,42.72016429,5
,,,,,,,,,
Macauley,Ntrials,6A,MaizeBiomass,7/9/25,44.039,3.957,-77.81327027,42.71998287,6
,,,,,,,,,
Macauley,Ntrials,6B,MaizeBiomass,7/9/25,45.135,3.577,-77.81380636,42.7202325,6
,,,,,,,,,
Macauley,Ntrials,7A,MaizeBiomass,7/9/25,43.091,4.48,-77.8132617,42.72004273,7
,,,,,,,,,
Macauley,Ntrials,7B,MaizeBiomass,7/9/25,43.428,4.235,-77.81377802,42.72031852,7
,,,,,,,,,
Macauley,Ntrials,8A,MaizeBiomass,7/9/25,44.731,4.044,-77.81322468,42.72012793,8
,,,,,,,,,
Macauley,Ntrials,8B,MaizeBiomass,7/9/25,42.573,4.349,-77.81375173,42.72038257,8
,,,,,,,,,
Macauley,Ntrials,9A,MaizeBiomass,7/9/25,43.582,4.197,-77.81318791,42.72022019,9
,,,,,,,,,
Macauley,Ntrials,9B,MaizeBiomass,7/9/25,44.271,4.209,-77.8137098,42.72046931,9
,,,,,,,,,
Macauley,Ntrials,10A,MaizeBiomass,7/9/25,43.056,4.343,-77.8131693,42.72028205,10
,,,,,,,,,
Macauley,Ntrials,10B,MaizeBiomass,7/9/25,42.327,4.341,-77.81368153,42.72055726,10
,,,,,,,,,
Macauley,Ntrials,11A,MaizeBiomass,7/9/25,43.724,4.526,-77.81315317,42.7203732,11
,,,,,,,,,
Macauley,Ntrials,11B,MaizeBiomass,7/9/25,43.605,4.394,-77.8136503,42.72063025,11
,,,,,,,,,
Macauley,Ntrials,12A,MaizeBiomass,7/9/25,43.176,4.44,-77.81307615,42.72043651,12
,,,,,,,,,
Macauley,Ntrials,12B,MaizeBiomass,7/9/25,42.486,4.373,-77.8136465,42.72063112,12
,,,,,,,,,
Macauley,Ntrials,13A,MaizeBiomass,7/9/25,43.588,4.309,-77.81306599,42.72052861,13
,,,,,,,,,
Macauley,Ntrials,13B,MaizeBiomass,7/9/25,42.403,4.485,-77.8136313,42.72071862,13
,,,,,,,,,
Macauley,Ntrials,14A,MaizeBiomass,7/9/25,44.443,4.204,-77.81302255,42.7205979,14
,,,,,,,,,
Macauley,Ntrials,14B,MaizeBiomass,7/9/25,43.257,4.425,-77.81358428,42.72078922,14
,,,,,,,,,
Macauley,Ntrials,15A,MaizeBiomass,7/9/25,NA,NA,-77.81299042,42.72066938,15
,,,,,,,,,
Macauley,Ntrials,15B,MaizeBiomass,7/9/25,42.908,4.116,-77.8135393,42.72093112,15
,,,,,,,,,
Branton,302-3,R0A,MaizeBiomass,7/3/25,44.64,3.479,-78.0468838,42.99470212,R0
,,,,,,,,,
Branton,302-3,R0B,MaizeBiomass,7/3/25,44.035,3.356,-78.05370401,42.99470316,R0
,,,,,,,,,
Branton,302-3,R1A,MaizeBiomass,7/3/25,43.955,4.315,-78.04690162,42.99482519,R1
,,,,,,,,,
Branton,302-3,R1B,MaizeBiomass,7/3/25,44.171,3.962,-78.05368399,42.99480327,R1
,,,,,,,,,
Branton,302-3,R2A,MaizeBiomass,7/3/25,42.216,3.971,-78.04691436,42.99493499,R2
,,,,,,,,,
Branton,302-3,R2B,MaizeBiomass,7/3/25,44.107,3.692,-78.05369941,42.99491605,R2
,,,,,,,,,
Branton,302-3,R3A,MaizeBiomass,7/3/25,43.294,4.009,-78.04690229,42.99503286,R3
,,,,,,,,,
Branton,302-3,R3B,MaizeBiomass,7/3/25,44.283,3.681,-78.05369545,42.99502194,R3
,,,,,,,,,
Branton,302-3,R4A,MaizeBiomass,7/3/25,42.914,4.352,-78.04691082,42.9951493,R4
,,,,,,,,,
Branton,302-3,R4B,MaizeBiomass,7/3/25,44.226,3.982,-78.05372296,42.99513714,R4
,,,,,,,,,
Branton,302-3,R5A,MaizeBiomass,7/3/25,43.466,3.705,-78.0468963,42.99526633,R5
,,,,,,,,,
Branton,302-3,R5B,MaizeBiomass,7/3/25,44.65,3.555,-78.05368243,42.99524011,R5
,,,,,,,,,
Branton,302-3,R6A,MaizeBiomass,7/3/25,44.028,3.438,-78.04688881,42.99536553,R6
,,,,,,,,,
Branton,302-3,R6B,MaizeBiomass,7/3/25,43.544,3.138,-78.05370174,42.99535528,R6
,,,,,,,,,
Branton,302-3,R7A,MaizeBiomass,7/3/25,44.44,3.878,-78.04687297,42.99547797,R7
,,,,,,,,,
Branton,302-3,R7B,MaizeBiomass,7/3/25,44.449,3.932,,,R7
,,,,,,,,,
Branton,302-3,R8A,MaizeBiomass,7/3/25,44.641,3.258,-78.04677316,42.99556781,R8
,,,,,,,,,
Branton,302-3,R8B,MaizeBiomass,7/3/25,43.464,3.324,-78.05369503,42.9955795,R8
,,,,,,,,,
Branton,302-3,R9A,MaizeBiomass,7/3/25,43.904,3.943,-78.04678974,42.99569623,R9
,,,,,,,,,
Branton,302-3,R9B,MaizeBiomass,7/3/25,43.817,3.389,-78.0536836,42.9956847,R9
,,,,,,,,,
CURC,16,1,MaizeBiomass,7/18/25,45.406,2.325,-76.24839258,42.43495252,Treatment
,,,,,,,,,
CURC,16,2,MaizeBiomass,7/18/25,44.808,1.959,-76.24892854,42.4354611,Treatment
,,,,,,,,,
CURC,16,3,MaizeBiomass,7/18/25,45.066,2.546,-76.25007587,42.43575317,Treatment
,,,,,,,,,
CURC,16,4,MaizeBiomass,7/18/25,44.479,2.004,-78.0536836,42.9956847,Treatment
,,,,,,,,,
CURC,16,5,MaizeBiomass,7/18/25,45.044,2.26,-76.25201106,42.43671641,Treatment
,,,,,,,,,
CURC,16,6,MaizeBiomass,7/18/25,45.737,2.125,-76.25193815,42.43713589,Treatment
,,,,,,,,,
CURC,16,7,MaizeBiomass,7/18/25,46.83,2.727,-76.25095314,42.43685541,Treatment
,,,,,,,,,
CURC,16,8,MaizeBiomass,7/18/25,45.574,1.813,-76.24985591,42.43618004,Treatment
,,,,,,,,,
CURC,16,9,MaizeBiomass,7/18/25,45.877,2.229,-76.24898396,42.43591261,Treatment
,,,,,,,,,
CURC,16,10,MaizeBiomass,7/18/25,46.142,1.954,-76.24800211,42.4354104,Treatment
,,,,,,,,,
Corcoran,Ntrial,T0A,MaizeBiomass,7/3/25,45.114,3.548,-77.9240848,42.92695201,T0
,,,,,,,,,
Corcoran,Ntrial,T0B,MaizeBiomass,7/3/25,45.818,3.181,-77.92418358,42.92698951,T0
,,,,,,,,,
Corcoran,Ntrial,T0C,MaizeBiomass,7/3/25,45.674,3.584,-77.92422724,42.92417354,T0
,,,,,,,,,
Corcoran,Ntrial,T0D,MaizeBiomass,7/3/25,46.131,3.631,-77.92442289,42.92417592,T0
,,,,,,,,,
Corcoran,Ntrial,T1A,MaizeBiomass,7/3/25,47.633,3.245,-77.92481114,42.9268491,T1
,,,,,,,,,
Corcoran,Ntrial,T1B,MaizeBiomass,7/3/25,46.233,3.054,-77.92489064,42.92682383,T1
,,,,,,,,,
Corcoran,Ntrial,T1C,MaizeBiomass,7/3/25,46.692,3.272,-77.92487798,42.92418097,T1
,,,,,,,,,
Corcoran,Ntrial,T1D,MaizeBiomass,7/3/25,46.339,3.302,-77.9249504,42.92418487,T1
,,,,,,,,,
Corcoran,Ntrial,T2A,MaizeBiomass,7/3/25,46.391,3.311,-77.92458791,42.92683983,T2
,,,,,,,,,
Corcoran,Ntrial,T2B,MaizeBiomass,7/3/25,47.171,3.237,-77.9246703,42.92683607,T2
,,,,,,,,,
Corcoran,Ntrial,T2C,MaizeBiomass,7/3/25,45.526,3.569,-77.92472185,42.92417584,T2
,,,,,,,,,
Corcoran,Ntrial,T2D,MaizeBiomass,7/3/25,46.411,3.368,-77.92479852,42.92416882,T2
,,,,,,,,,
Corcoran,Ntrial,T3A,MaizeBiomass,7/3/25,46.085,3.21,-77.92436554,42.92685375,T3
,,,,,,,,,
Corcoran,Ntrial,T3B,MaizeBiomass,7/3/25,45.643,3.036,-77.92443805,42.92684419,T3
,,,,,,,,,
Corcoran,Ntrial,T3C,MaizeBiomass,7/3/25,46.178,4.371,-77.92457186,42.92417983,T3
,,,,,,,,,
Corcoran,Ntrial,T3D,MaizeBiomass,7/3/25,47.204,3.06,-77.92465354,42.92417283,T3
,,,,,,,,,
Porter,G7,1,MaizeGrain,10/27/25,46.651,1.6,-76.71879676,42.56671451,NoCut
,,,,,,,,,
Porter,G7,2,MaizeGrain,10/27/25,46.612,1.641,-76.71893758,42.56656319,NoCut
,,,,,,,,,
Porter,G7,3,MaizeGrain,10/27/25,46.757,1.572,-76.71915311,42.56645967,NoCut
,,,,,,,,,
Porter,G7,4,MaizeGrain,10/27/25,46.959,1.677,-76.71913201,42.56675294,NoCut
,,,,,,,,,
Porter,G7,5,MaizeGrain,10/27/25,46.513,1.673,-76.71948484,42.56668939,NoCut
,,,,,,,,,
Porter,G7,6,MaizeGrain,10/27/25,46.799,1.574,-76.71938897,42.5666164,NoCut
,,,,,,,,,
Porter,G7,7,MaizeGrain,10/27/25,46.839,1.53,-76.71939062,42.56655181,NoCut
,,,,,,,,,
Porter,G7,8,MaizeGrain,10/27/25,NA,NA,-76.71936573,42.56651288,NoCut
,,,,,,,,,
Porter,G7,9,MaizeGrain,10/27/25,46.986,1.541,-76.71944439,42.56635659,NoCut
,,,,,,,,,
Porter,G7,10,MaizeGrain,10/27/25,46.213,1.422,-76.71966594,42.56643063,NoCut
,,,,,,,,,
Porter,G7,11,MaizeGrain,10/27/25,46.403,1.668,-76.72024453,42.5660745,NoCut
,,,,,,,,,
Porter,G7,12,MaizeGrain,10/27/25,47.525,1.626,-76.72019753,42.56622641,Cut
,,,,,,,,,
Porter,G7,13,MaizeGrain,10/27/25,46.893,1.578,-76.72011671,42.56629827,NoCut
,,,,,,,,,
Porter,G7,14,MaizeGrain,10/27/25,46.48,1.399,-76.72025026,42.5664132,NoCut
,,,,,,,,,
Porter,G7,15,MaizeGrain,10/27/25,NA,NA,-76.72032231,42.56648636,NoCut
,,,,,,,,,
Porter,G7,16,MaizeGrain,10/27/25,46.03,1.276,-76.72032627,42.5665635,NoCut
,,,,,,,,,
Porter,G7,17,MaizeGrain,10/27/25,46.614,1.284,-76.72051622,42.56671472,NoCut
,,,,,,,,,
Porter,G7,18,MaizeGrain,10/27/25,NA,NA,-76.72060941,42.56648602,NoCut
,,,,,,,,,
Porter,G7,19,MaizeGrain,10/27/25,45.663,1.428,-76.72050361,42.56612374,Cut
,,,,,,,,,
Porter,G7,20,MaizeGrain,10/27/25,46.381,1.415,-76.72049702,42.56607054,NoCut
,,,,,,,,,
Porter,G7,21,MaizeGrain,10/27/25,46.509,1.302,-76.72054772,42.56597208,NoCut
,,,,,,,,,
Porter,G7,22,MaizeGrain,10/27/25,46.283,1.637,-76.72076884,42.56618934,Cut
,,,,,,,,,
Porter,G7,23,MaizeGrain,10/27/25,47.55,1.986,-76.7208996,42.56639774,NoCut
,,,,,,,,,
Porter,G7,24,MaizeGrain,10/27/25,46.809,1.603,-76.7211086,42.56657567,NoCut
,,,,,,,,,
Porter,G7,25,MaizeGrain,10/27/25,46.511,1.709,-76.72111978,42.56662328,NoCut
,,,,,,,,,
Porter,G7,26,MaizeGrain,10/27/25,46.26,1.468,-76.7216915,42.56670155,NoCut
,,,,,,,,,
Porter,G7,27,MaizeGrain,10/27/25,46.761,1.459,-76.72163433,42.56654134,NoCut
,,,,,,,,,
Porter,G7,28,MaizeGrain,10/27/25,46.81,1.362,-76.7216886,42.56626928,NoCut
,,,,,,,,,
Porter,G7,29,MaizeGrain,10/27/25,46.733,1.525,-76.72156269,42.56608324,Cut
,,,,,,,,,
Porter,G7,30,MaizeGrain,10/27/25,46.677,1.633,-76.72153462,42.5660234,NoCut
,,,,,,,,,
Benson,Kolb2,1,MaizeGrain,10/27/25,46.345,1.095,-76.42692495,42.63610679,NoCover
,,,,,,,,,
Benson,Kolb2,2,MaizeGrain,10/27/25,45.624,1.006,-76.42685943,42.63602953,NoCover
,,,,,,,,,
Benson,Kolb2,3,MaizeGrain,10/27/25,46.345,1.349,-76.42682998,42.63598993,Cover
,,,,,,,,,
Benson,Kolb2,4,MaizeGrain,10/27/25,46.247,1.151,-76.42663227,42.63599666,Cover
,,,,,,,,,
Benson,Kolb2,5,MaizeGrain,10/27/25,46.701,1.131,-76.42660161,42.63566738,Cover
,,,,,,,,,
Benson,Kolb2,6,MaizeGrain,10/27/25,45.934,1.116,-76.42676101,42.63562815,Cover
,,,,,,,,,
Benson,Kolb2,7,MaizeGrain,10/27/25,46.101,1.271,-76.42688076,42.63575143,Cover
,,,,,,,,,
Benson,Kolb2,8,MaizeGrain,10/27/25,47.4,1.277,-76.42747303,42.63580694,Cover
,,,,,,,,,
Benson,Kolb2,9,MaizeGrain,10/27/25,46.275,1.222,-76.42765182,42.63580207,Cover
,,,,,,,,,
Benson,Kolb2,10,MaizeGrain,10/27/25,46.526,1.286,-76.42771233,42.63583306,Cover
,,,,,,,,,
Benson,Kolb2,11,MaizeGrain,10/27/25,46.106,1.061,-76.4278622,42.63604593,NoCover
,,,,,,,,,
Benson,Kolb2,12,MaizeGrain,10/27/25,46.159,0.983,-76.42811042,42.63618411,NoCover
,,,,,,,,,
Benson,Kolb2,13,MaizeGrain,10/27/25,46.55,1.185,-76.42832175,42.63576913,Cover
,,,,,,,,,
Benson,Kolb2,14,MaizeGrain,10/27/25,46.781,1.267,-76.42869636,42.63586628,Cover
,,,,,,,,,
Benson,Kolb2,15,MaizeGrain,10/27/25,46.707,1.362,-76.42903853,42.63572019,Cover
,,,,,,,,,
Benson,Kolb2,16,MaizeGrain,10/27/25,46.346,1.242,-76.42909265,42.63574497,Cover
,,,,,,,,,
Benson,Kolb2,17,MaizeGrain,10/27/25,47.459,1.274,-76.42898262,42.63591951,Cover
,,,,,,,,,
Benson,Kolb2,18,MaizeGrain,10/27/25,45.907,1.32,-76.4289484,42.63602093,NoCover
,,,,,,,,,
Benson,Kolb2,19,MaizeGrain,10/27/25,46.115,1.057,-76.42901136,42.63614411,NoCover
,,,,,,,,,
Benson,Kolb2,20,MaizeGrain,10/27/25,45.68,0.863,-76.42925577,42.636136,NoCover
,,,,,,,,,
Benson,Kolb2,21,MaizeGrain,10/27/25,47.069,1.255,-76.42930461,42.63601195,NoCover
,,,,,,,,,
Benson,Kolb2,22,MaizeGrain,10/27/25,47.126,1.367,-76.42944373,42.63589476,Cover
,,,,,,,,,
Benson,Kolb2,23,MaizeGrain,10/27/25,46.148,0.904,-76.4296367,42.63613706,NoCover
,,,,,,,,,
Benson,Kolb2,24,MaizeGrain,10/27/25,46.163,1.43,-76.42964652,42.63591677,Cover
,,,,,,,,,
Benson,Kolb2,25,MaizeGrain,10/27/25,46.483,1.243,-76.42971515,42.63586221,Cover
,,,,,,,,,
Benson,Kolb2,26,MaizeGrain,10/27/25,46.602,1.25,-76.42976511,42.6356685,Cover
,,,,,,,,,
Benson,Kolb2,27,MaizeGrain,10/27/25,46.481,1.409,-76.43010306,42.63570618,Cover
,,,,,,,,,
Benson,Kolb2,28,MaizeGrain,10/27/25,45.917,1.209,-76.43000482,42.63578234,Cover
,,,,,,,,,
Benson,Kolb2,29,MaizeGrain,10/27/25,46.38,1.308,-76.4298947,42.63593326,NoCover
,,,,,,,,,
Benson,Kolb2,30,MaizeGrain,10/27/25,46.402,1.202,-76.43054147,42.63585333,Cover
,,,,,,,,,
Gruschow,North,1,CoverCrop,,45.336,2.87,,,
,,,,,,,,,
Gruschow,North,2,CoverCrop,,45.031,1.958,,,
,,,,,,,,,
Gruschow,North,3,CoverCrop,,43.893,1.46,,,
,,,,,,,,,
Gruschow,North,4,CoverCrop,,42.381,1.915,,,
,,,,,,,,,
Gruschow,North,5,CoverCrop,,42.396,1.915,,,
,,,,,,,,,
Gruschow,South,1,CoverCrop,,46.652,2.428,,,
,,,,,,,,,
Gruschow,South,2,CoverCrop,,46.272,2.353,,,
,,,,,,,,,
Gruschow,South,3,CoverCrop,,46.276,2.177,,,
,,,,,,,,,
Gruschow,South,4,CoverCrop,,45.54,2.185,,,
,,,,,,,,,
Gruschow,South,5,CoverCrop,,47.494,2.198,,,
,,,,,,,,,
Branton,302-3,1,CoverCrop,5/13/25,45.733,2.394,-78.04579949,42.99596855,Control
,,,,,,,,,
Branton,302-3,2,CoverCrop,5/13/25,45.922,2.195,-78.05472625,42.9957958,Control
,,,,,,,,,
Branton,302-3,3,CoverCrop,5/13/25,NA,NA,-78.05412329,42.99520495,R5
,,,,,,,,,
Branton,302-3,4,CoverCrop,5/13/25,45.417,2.615,-78.05224,42.99649059,Control
,,,,,,,,,
Branton,302-3,5,CoverCrop,5/13/25,45.878,1.531,-78.05175532,42.99520966,R5
,,,,,,,,,
Branton,302-3,6,CoverCrop,5/13/25,45.475,2.541,-78.05031865,42.99652834,Control
,,,,,,,,,
Branton,302-3,7,CoverCrop,5/13/25,45.532,1.675,-78.04985269,42.99526292,R5
,,,,,,,,,
Branton,302-3,8,CoverCrop,5/13/25,44.942,3.218,-78.04795723,42.99620675,Control
,,,,,,,,,
Branton,302-3,9,CoverCrop,5/13/25,42.827,2.259,-78.04680538,42.99506024,R3
,,,,,,,,,
Branton,302-3,10,CoverCrop,5/13/25,42.69,2.098,-78.04617629,42.99539599,R6
,,,,,,,,,
Macauley,Ntrials,1A,CoverCrop,5/13/25,45.558,1.591,-77.81559808,42.720973,1
,,,,,,,,,
Macauley,Ntrials,2A,CoverCrop,5/13/25,45.593,2.281,-77.81349262,42.71958723,2
,,,,,,,,,
Macauley,Ntrials,3A,CoverCrop,5/13/25,45.922,1.757,-77.81339211,42.71973321,3
,,,,,,,,,
Macauley,Ntrials,4A,CoverCrop,5/13/25,45.058,2.646,-77.81334478,42.71982137,4
,,,,,,,,,
Macauley,Ntrials,5A,CoverCrop,5/13/25,45.764,1.775,-77.81330151,42.71989905,5
,,,,,,,,,
Macauley,Ntrials,6A,CoverCrop,5/13/25,45.596,1.79,-77.81327027,42.71998287,6
,,,,,,,,,
Macauley,Ntrials,7A,CoverCrop,5/13/25,45.547,2.006,-77.8132617,42.72004273,7
,,,,,,,,,
Macauley,Ntrials,8A,CoverCrop,5/13/25,45.07,1.47,-77.81322468,42.72012793,8
,,,,,,,,,
Macauley,Ntrials,9A,CoverCrop,5/13/25,45.359,1.909,-77.81318791,42.72022019,9
,,,,,,,,,
Macauley,Ntrials,10A,CoverCrop,5/13/25,44.704,1.861,-77.8131693,42.72028205,10
,,,,,,,,,
Macauley,Ntrials,11A,CoverCrop,5/13/25,44.788,2.12,-77.81315317,42.7203732,11
,,,,,,,,,
Macauley,Ntrials,12A,CoverCrop,5/13/25,44.08,1.911,-77.81307615,42.72043651,12
,,,,,,,,,
Macauley,Ntrials,13A,CoverCrop,5/13/25,44.8,1.664,-77.81306599,42.72052861,13
,,,,,,,,,
Macauley,Ntrials,14A,CoverCrop,5/13/25,44.881,1.641,-77.81302255,42.7205979,14
,,,,,,,,,
Macauley,Ntrials,15A,CoverCrop,5/13/25,44.768,1.803,-77.81299042,42.72066938,15
,,,,,,,,,
Macauley,Ntrials,16A,CoverCrop,5/13/25,44.056,1.678,-77.81295251,42.72075085,16
,,,,,,,,,
Macauley,Ntrials,1B,CoverCrop,5/13/25,44.345,1.777,-77.81399637,42.7198181,1
,,,,,,,,,
